scope_type:  CONSTRUCTION
scope_id:    con_2e2dcdf2591b0819

resource_code     determinant  name                                                                                                                                                                                                                                                     unit      estimate_price  total_consumption  estimate_amount       estimates_count
С1143-0102-0101   19           Грунтовка акриловая ВД-АК-133                                                                                                                                                                                                                            т         82858.3300      0.002600           215.4316580000        1
С1017-1514-0165   19           Шурупы самонарезающие стальные с полукруглой головкой и прямым шлицем, остроконечные, диаметр 4 мм, длина 40 мм                                                                                                                                          т         143412.0000     0.001500           215.1180000000        1
С1072-0502-0152   31           Сэндвич-панель трехслойная стеновая, сердцевина из базальтового волокна, металлическая облицовка с двух сторон толщиной 0,7 мм, тип покрытия полиэстер, внутренняя облицовка гладкая, наружная облицовка накатка, с симметричным замком, толщина 120 мм  м2        5300.7500       402.705100         2134639.0588250000    1
С1083-0505-0053   20           Сталь листовая оцинкованная, толщина 0,7 мм                                                                                                                                                                                                              т         141469.9900     1.506000           213053.8049400000     1
СТПрайс-лист      13           Шумоглушитель трубчатый ГТП-600                                                                                                                                                                                                                          шт        10650.0000      2.000000           21300.0000000000      1
С402-100-02       50           Рабочий 2 разряда                                                                                                                                                                                                                                        чел.-ч    1384.7100       15274.330500       21150518.1866550000   3
С1071-0101-0009   31           Блок дверной металлический противопожарный двупольный, предел огнестойкости EI 60, с заполнением минеральной ватой, окрашенный порошковыми красками, с замком-защелкой, без доводчика, размеры 1600х2100 мм                                              шт        42237.7000      5.000000           211188.5000000000     1
С1017-0611-0001   19           Ленты предварительно сжатые уплотнительные саморасширяющиеся на основе пенополиуретана, с липким слоем с одной стороны, ширина 10 мм, толщина в сжатом состоянии 4 мм, толщина в расширенном состоянии 20 мм                                             10 м      278.4500        753.164000         209718.5158000000     1
С401-100-45       50           Средний разряд работы 4,5                                                                                                                                                                                                                                чел.-ч    1829.3500       113.880000         208326.3780000000     2
С30120-102-0001   12           Перевозка грузов I класса автомобилями бортовыми грузоподъемностью до 20 т по дорогам с переходным (булыжным, щебеночным, гравийным) дорожным покрытием на расстояние 1 км                                                                               1т груза  803.3900        25.000000          20084.7500000000      1
С1081-0217-0089   19           Сетка стальная сварная из арматурной проволоки без покрытия, диаметр проволоки 4 мм, размер ячейки 50х50 мм                                                                                                                                              м2        291.2500        68.832500          20047.4656250000      1
С1043-0213-0022   19           Смеси сухие цементно-песчаные штукатурные для поверхностей из бетона, цемента, керамики и кирпича, В15 (М200), F100, W4, крупность заполнителя до 0,63 мм, расход 16,0 кг/м2 при толщине слоя 10 мм                                                      кг        175.6100        1136.240000        199535.1064000000     1
С401-100-44       50           Средний разряд работы 4,4                                                                                                                                                                                                                                чел.-ч    1475.6900       13.041000          19244.4732900000      1
С1017-0301-0001   19           Вода                                                                                                                                                                                                                                                     м3        186.0500        1033.624044        192305.7533862000     2
С1017-0604-0002   19           Ленты бумажные перфорированные армирующие для повышения трещиностойкости стыков, ширина 52 мм                                                                                                                                                            м         2.7800          689.400000         1916.5320000000       1
С1145-1103-0004   19           Смеси сухие шпатлевочные универсальные на основе гипса с полимерными добавками, крупность заполнителя не более 0,2 мм, прочность на изгиб не менее 1,0 МПа                                                                                               кг        55.8400         342.650000         19133.5760000000      1
С1017-1512-0031   19           Шпильки стальные оцинкованные резьбовые, диаметр резьбы М10, длина 100 мм                                                                                                                                                                                т         217626.9800     0.087719           19090.0210586200      2
С1017-1514-0163   19           Шурупы самонарезающие стальные с полукруглой головкой и прямым шлицем, остроконечные, диаметр 3,5 мм, длина 30-35 мм                                                                                                                                     кг        166.2000        11.458200          1904.3528400000       1
С1191-0109-0001   19           Изделия фасонные для воздуховодов из оцинкованной стали с шиной и уголками, толщина 0,7 мм, периметр 1000 мм                                                                                                                                             м2        1852.5400       1.022800           1894.7779120000       1
С1017-1514-0045   19           Шурупы самонарезающие стальные оксидированные с потайной головкой и крестообразным шлицем, остроконечные, диаметр 3,5 мм, длина 35 мм                                                                                                                    100 шт    48.1100         393.673981         18939.6552259100      1
С1017-1507-0152   19           Дюбели пластмассовые с шурупами, диаметр 6 мм, длина 35 мм, диаметр шурупа 3,5 мм, длина шурупа 50 мм                                                                                                                                                    100 шт    115.2000        16.414511          1890.9516672000       1
С1141-0402-0011   19           Клей, марка 88-Н                                                                                                                                                                                                                                         кг        428.7700        0.440000           188.6588000000        2
С291-1704-233     37           Аппараты сварочные для ручной дуговой сварки, сварочный ток до 350 А                                                                                                                                                                                     маш.-ч    42.4300         440.209774         18678.1007108200      7
С1204-0101-1045   13           Выключатель открытого монтажа, двухклавишный, 10 А, цвет белый, IP54                                                                                                                                                                                     шт        186.6100        1.000000           186.6100000000        1
С1043-0213-0223   19           Смеси сухие цементно-песчаные штукатурные, класс В7,5 (М100)                                                                                                                                                                                             т         38724.1200      4.794200           185651.1761040000     1
С1191-0103-0079   31           Воздуховоды из оцинкованной стали, прямой участок, толщина 0,7 мм, периметр от 1700 до 4000 мм                                                                                                                                                           м2        1520.9600       12.188800          18538.6772480000      1
С1211-0609-0151   13           Кабель силовой с медными жилами ВВГнг(A)-LS 3х1,5ок(N, PE)-660                                                                                                                                                                                           1000 м    65879.1100      27.881800          1836828.1691980000    1
СТПрайс           13           Потолочный диффузор 4 АПР 600х600+3КСД                                                                                                                                                                                                                   шт        1833.3300       1.000000           1833.3300000000       1
С1243-0102-1004   21           Кольцо резиновое уплотнительное для ПВХ труб канализации, диаметр 50 мм                                                                                                                                                                                  шт        6.1000          30.000000          183.0000000000        1
СТПрайс-лист      19           Отлив из оцинкованной стали с полимерным покрытием RAL 8016 100х50х0,8мм                                                                                                                                                                                 м         25.5500         71.243200          1820.2637600000       1
СТПрайс-лист      19           Отлив из оцинкованной стали с полимерным покрытием RAL 8016 100х50х0,8мм                                                                                                                                                                                 м         53.5000         34.020000          1820.0700000000       1
С1017-1107-0036   19           Электроды сварочные для сварки низколегированных и углеродистых сталей Э46, диаметр 4 мм                                                                                                                                                                 кг        181.2900        99.786600          18090.3127140000      1
С1243-0515-0191   23           Тройник полипропиленовый, диаметр 20 мм                                                                                                                                                                                                                  шт        9.0000          2.000000           18.0000000000         1
С1111-0306-0001   19           Доска обрезная антисептированная, естественной влажности, длина 4-6 м, ширина 150 мм, толщина 40 мм, сорт II                                                                                                                                             м3        48162.0400      37.132200          1788362.5016880000    1
СТПрайс-лист      13           Клапан регулирующий КВК-160М                                                                                                                                                                                                                             шт        868.0000        2.000000           1736.0000000000       1
С1111-0301-0062   19           Бруски обрезные хвойных пород (ель, сосна), естественной влажности, длина 2-6,5 м, ширина 20-90 мм, толщина 20-90 мм, сорт II                                                                                                                            м3        29133.3300      0.588800           17153.7047040000      1
С291-0605-016     37           Автопогрузчики вилочные, грузоподъемность 5 т                                                                                                                                                                                                            маш.-ч    1893.5800       9.036000           17110.3888800000      1
С1017-1504-0011   19           Винты стальные с полукруглой головкой, длина 50 мм                                                                                                                                                                                                       т         184319.2000     0.009180           1692.0502560000       1
С1083-0402-0063   20           Прокат стальной горячекатаный круглый, марки стали Ст3сп, Ст3пс, диаметр 5-12 мм                                                                                                                                                                         т         91921.6600      18.331200          1685034.3337920000    2
С1013-0208-0001   19           Кислород газообразный технический                                                                                                                                                                                                                        м3        769.1900        2146.520828        1651082.3556893200    2
СТПрайс-лист      21           Труба гофрированная канализационная Ф50 мм                                                                                                                                                                                                               шт.       54.6700         3.000000           164.0100000000        1
С401-100-31       50           Средний разряд работы 3,1                                                                                                                                                                                                                                чел.-ч    1530.8100       10698.614051       16377545.3754113100   3
С1017-0601-0005   19           Ленты герметизирующие гидроизоляционные, пароизоляционные бутилкаучуковые, дублированные нетканым материалом с одной стороны, с липким слоем с одной стороны и антиадгезионным покрытием с другой, цвет бежевый, ширина 100 мм, толщина 2 мм             м         50.6800         32149.823400       1629353.0499120000    1
С402-100-03       50           Рабочий 3 разряда                                                                                                                                                                                                                                        чел.-ч    1511.7500       10777.667851       16293139.3737492500   2
ТПрайс-лист       14           Противопожарный круглый клапан ОКС-1М(60)-ЭМ-125 с электромагнитным приводом                                                                                                                                                                             компл     4067.2000       4.000000           16268.8000000000      1
С1113-0315-0021   19           Клинья пластиковые монтажные                                                                                                                                                                                                                             100 шт    709.8700        22.720000          16128.2464000000      1
С1017-2008-0071   19           Канат пеньковый тросовой свивки, пропитанный, диаметр 26 мм                                                                                                                                                                                              т         512810.9500     0.313074           160547.7753603000     2
ТПрайс-лист       14           Противопожарный круглый клапан ОКС-1М(60)-ЭМ-160 с электромагнитным приводом                                                                                                                                                                             компл     7972.5000       2.000000           15945.0000000000      1
С401-100-34       50           Средний разряд работы 3,4                                                                                                                                                                                                                                чел.-ч    1587.9800       10007.070448       15891027.7300150400   4
С1144-0102-0012   19           Грунтовка укрепляющая, глубокого проникновения, быстросохнущая, паропроницаемая                                                                                                                                                                          кг        175.8200        89.000000          15647.9800000000      1
С1017-1506-0111   19           Гвозди строительные                                                                                                                                                                                                                                      т         101454.0000     0.153831           15606.7702740000      1
С1031-0101-0002   19           Гипс строительный Г-3                                                                                                                                                                                                                                    т         20587.8200      0.750497           15451.0971465400      2
С1144-0115-0002   19           Грунтовка акриловая на латексной основе для гипсовых стяжек, штукатурок и плиточных клеев                                                                                                                                                                кг        189.2300        816.000000         154411.6800000000     1
С1017-1205-0053   19           Геополотно нетканое полиэфирное, иглопробивное, поверхностная плотность 200 г/м2                                                                                                                                                                         м2        52.3600         2940.784552        153979.4791427200     2
С291-1402-002     37           Автомобили бортовые, грузоподъемность до 8 т                                                                                                                                                                                                             маш.-ч    1448.8600       10.541992          15273.8705291200      1
С401-100-29       50           Средний разряд работы 2,9                                                                                                                                                                                                                                чел.-ч    1499.0500       1018.248000        1526404.6644000000    1
С1017-0729-0320   19           Канат пропитанный (каболка) из льняного и джутового волокна, канализационный и водопроводный, отжатый, диаметр 6-8 мм                                                                                                                                    кг        1078.9900       1.400000           1510.5860000000       1
С1083-0306-0002   20           Проволока горячекатаная в мотках, диаметр 6,3-6,5 мм                                                                                                                                                                                                     т         93399.2600      0.016114           1505.0356756400       1
С401-100-40       50           Средний разряд работы 4,0                                                                                                                                                                                                                                чел.-ч    1392.5500       10786.542000       15020799.0621000000   3
С401-100-38       50           Средний разряд работы 3,8                                                                                                                                                                                                                                чел.-ч    1664.2000       87725.252638       145992365.4401596000  5
С1192-0301-1006   19           Решетка жалюзийная наружная из алюминия круглого сечения, диаметр 315 мм                                                                                                                                                                                 шт        7257.2400       2.000000           14514.4800000000      1
С1032-0101-0001   19           Портландцемент бездобавочный общестроительный ЦЕМ 0 32,5Н                                                                                                                                                                                                т         24193.7500      5.992870           144989.9985625000     1
С1113-0301-0004   19           Доска подоконная из ПВХ, ширина 250 мм                                                                                                                                                                                                                   м         706.9700        1.995000           1410.4051500000       1
С1017-1902-0052   19           Кольца резиновые уплотнительные для полипропиленовых труб, диаметр 110 мм                                                                                                                                                                                100 шт    2782.4400       0.505320           1406.0225808000       1
С1121-0206-0012   19           Рубероид кровельный РКК-350                                                                                                                                                                                                                              м2        134.9600        103.876558         14019.1802676800      1
С1111-0301-0001   19           Бруски строганные хвойных пород (сосна, ель), сухие, размеры 50х50 мм, сорт АВ                                                                                                                                                                           м3        116162.1100     1.199315           139314.9609546500     1
С1243-0510-0001   23           Переход полипропиленовый для систем водоотведения, диаметр 110х50 мм                                                                                                                                                                                     шт        139.7600        1.000000           139.7600000000        1
С1243-0102-1004   21           Кольцо резиновое уплотнительное для ПВХ труб канализации, диаметр 50 мм                                                                                                                                                                                  шт        6.8500          20.000000          137.0000000000        1
С291-0605-011     37           Погрузчики одноковшовые универсальные фронтальные пневмоколесные, номинальная вместимость основного ковша 2,6 м3, грузоподъемность 5 т                                                                                                                   маш.-ч    3086.7200       43.442502          134094.8397734400     3
С1211-0609-0152   13           Кабель силовой с медными жилами ВВГнг(A)-LS 3х2,5ок(N, PE)-660                                                                                                                                                                                           1000 м    101608.7500     13.175400          1338735.9247500000    1
С401-100-27       50           Средний разряд работы 2,7                                                                                                                                                                                                                                чел.-ч    1205.5000       110.910114         133702.1424270000     1
С291-0505-015     37           Краны на автомобильном ходу, грузоподъемность 16 т                                                                                                                                                                                                       маш.-ч    3045.2500       4376.970195        13328968.4863237500   7
С1145-1103-0004   19           Смеси сухие шпатлевочные универсальные на основе гипса с полимерными добавками, крупность заполнителя не более 0,2 мм, прочность на изгиб не менее 1,0 МПа                                                                                               кг        83.6800         1582.662000        132437.1561600000     1
С1204-0402-0022   13           Щит распределительный навесной ЩРН-12, IP31, размеры 220х300х120 мм                                                                                                                                                                                      шт        1323.5100       1.000000           1323.5100000000       1
С1016-0402-0011   19           Панели потолочные декоративные из минерального волокна в комплекте с подвесной системой из оцинкованной стали, твердые, с прямой кромкой, класс пожарной опасности КМ1, класс звукопоглощения D-E, толщина 12 мм                                         м2        903.8900        145.042300         131102.2845470000     1
С1017-0611-0021   19           Ленты герметизирующие на основе фторопласта-4Д, антикоррозийностойкие, с липким слоем с одной стороны для уплотнения неподвижных резьбовых соединений трубопроводов, ширина 10 мм, толщина 0,1 мм                                                        кг        2152.9300       0.600000           1291.7580000000       1
С1191-0109-0007   19           Изделия фасонные для воздуховодов из оцинкованной стали с шиной и уголками, толщина 0,7 мм, периметр 1600 мм                                                                                                                                             м2        1852.5400       6.930300           12838.6579620000      1
С1204-0402-0021   13           Щит распределительный навесной ЩРН-9, IP31, размеры 220х300х120 мм                                                                                                                                                                                       шт        1277.5000       1.000000           1277.5000000000       1
С1072-0603-0195   31           Профиль стальной оцинкованный стоечный, размеры 50х50 мм, толщина 0,6 мм                                                                                                                                                                                 м         136.7300        933.800000         127678.4740000000     1
С1017-1107-0054   19           Электроды сварочные для сварки низколегированных и углеродистых сталей АНО-6, Э42, диаметр 6 мм                                                                                                                                                          т         166579.4500     0.763880           127246.7102660000     1
С402-100-02       50           Рабочий 2 разряда                                                                                                                                                                                                                                        чел.-ч    1132.7500       1.115044           1263.0660910000       2
ТПрайс-лист       14           Вентилятор прямоугольный канальный Shuft RFE 600х350-4 VIM                                                                                                                                                                                               шт        62843.3000      2.000000           125686.6000000000     1
С1017-1401-0002   19           Герметик пенополиуретановый (пена монтажная) универсальный, объем 1000 мл                                                                                                                                                                                шт        278.6900        4505.158800        1255542.7059720000    1
С1017-0604-0001   19           Лента стеклотканевая армирующая, щелочестойкая, ширина 100 мм, длина 50000 мм                                                                                                                                                                            шт        1393.6900       9.000000           12543.2100000000      1
С1017-1514-0167   19           Шурупы самонарезающие стальные с полукруглой головкой и прямым шлицем, остроконечные, диаметр 5 мм, длина 50 мм                                                                                                                                          т         178948.0000     0.000700           125.2636000000        1
С1202-0105-0003   13           Гильзы кабельные медные 6 мм                                                                                                                                                                                                                             100 шт    908.1400        1.366755           1241.2048857000       1
С1191-0109-0141   19           Изделия фасонные для воздуховодов из оцинкованной стали, толщина 0,5-0,55 мм, диаметр 200 мм                                                                                                                                                             м2        1219.6700       1.010100           1231.9886670000       1
С1243-0508-0203   23           Отвод 87,5° полипропиленовый для систем водоотведения, диаметр 50 мм                                                                                                                                                                                     шт        40.6800         3.000000           122.0400000000        1
СТПрайс-лист      13           Диффузор приточный DVS-P-160                                                                                                                                                                                                                             шт        608.4000        2.000000           1216.8000000000       1
ТПрайс-лист       14           Вентилятор канальный центробежный Shuft CFk 160 VIM                                                                                                                                                                                                      шт        12100.0000      1.000000           12100.0000000000      1
С1205-0210-0011   13           Коробка распределительная УК-2П                                                                                                                                                                                                                          шт        12.7300         1.000000           12.7300000000         1
С1017-1507-0023   19           Дюбели полиэтиленовые распорные, диаметр 8 мм, длина 30 мм                                                                                                                                                                                               1000 шт   611.3800        0.020000           12.2276000000         1
С1017-1506-0022   19           Гвозди стальные толевые, диаметр 2-3 мм, длина 20-40 мм                                                                                                                                                                                                  кг        105.3300        11.367000          1197.2861100000       1
С1013-0101-0001   19           Бензин авиационный Б-70                                                                                                                                                                                                                                  т         265665.2100     0.004500           1195.4934450000       1
С1202-0201-0012   13           Втулки полипропиленовые, диаметр 22 мм                                                                                                                                                                                                                   1000 шт   3581.9000       0.333488           1194.5206672000       1
С1111-0301-0063   19           Бруски обрезные хвойных пород (ель, сосна), естественной влажности, длина 2-6,5 м, ширина 20-90 мм, толщина 20-90 мм, сорт III                                                                                                                           м3        48133.3200      2.476593           119206.6433787600     1
С1017-0712-0011   19           Пленка оберточная гидроизоляционная, толщина 0,55 мм                                                                                                                                                                                                     м2        404.2200        2940.394242        1188566.1605012400    2
С401-100-40       50           Средний разряд работы 4,0                                                                                                                                                                                                                                чел.-ч    1702.3100       6945.827950        11823952.3775645000   6
С291-0605-057     37           Погрузчики одноковшовые универсальные фронтальные пневмоколесные, номинальная вместимость основного ковша 1,5 м3, грузоподъемность 3 т                                                                                                                   маш.-ч    2518.0300       4.675895           11774.0438868500      2
С1072-0603-0116   31           Профиль направляющий из оцинкованной стали, для монтажа гипсовых перегородок и подвесных потолков, размеры 75х40 мм, толщина стали 0,6 мм                                                                                                                м         134.3800        8.596200           1155.1573560000       1
С1083-0304-0012   20           Проволока светлая, диаметр 1,1 мм                                                                                                                                                                                                                        т         162143.9600     0.070479           11427.7441568400      1
С1017-1502-0051   19           Болты анкерные                                                                                                                                                                                                                                           т         156107.0600     0.073080           11408.3039448000      1
С1017-1514-0167   19           Шурупы самонарезающие стальные с полукруглой головкой и прямым шлицем, остроконечные, диаметр 5 мм, длина 50 мм                                                                                                                                          т         159544.0000     0.000700           111.6808000000        1
С30822-402-0001   12           Перевозка грузов IV класса автомобилями-опоровозами грузоподъемностью до 22 т по дорогам с переходным (булыжным, щебеночным, гравийным) дорожным покрытием на расстояние 1 км                                                                            1т груза  2204.6400       5000.000000        11023200.0000000000   1
С1083-0802-0058   20           Уголок стальной горячекатаный равнополочный, марки стали Ст3сп, Ст3пс, ширина полок 35-56 мм, толщина полки 3-5 мм                                                                                                                                       т         87788.7500      12.542400          1101081.6180000000    2
С1017-1507-0021   19           Дюбели полиэтиленовые распорные, диаметр 6 мм, длина 30 мм                                                                                                                                                                                               1000 шт   283.0600        0.040000           11.3224000000         1
С1071-0101-0028   31           Блок дверной металлический противопожарный однопольный остекленный, предел огнестойкости EI 60, с заполнением минеральной ватой, окрашенный порошковыми красками, с замком-защелкой, без доводчика, размеры 900х2100 мм                                  шт        27448.0900      4.000000           109792.3600000000     1
С1185-1008-0002   32           Головка термостатическая для автоматического регулирования расхода теплоносителя через отопительный прибор с встроенным датчиком                                                                                                                         шт        545.6700        2.000000           1091.3400000000       1
С1017-1514-0300   19           Шурупы самонарезающие стальные с прессшайбой и крестообразным шлицем, наконечник сверло, диаметр 4,2 мм, длина 19 мм                                                                                                                                     т         306926.9100     0.035364           10854.1632452400      1
